invoice_no,transaction_value,unique_products
564721,59.7,1
564722,38.45,3
564724,29.8,2
564725,46.9,5
564727,307.7,16
564729,5.95,1
564733,62.45,6
564734,125.4,9
564735,58.0,6
564738,17.85,1
564739,53.9,3
564740,40.3,5
564742,19.45,2
564743,62.65,4
564744,54.5,2
564745,105.7,6
564746,150.9,3
564747,78.2,6
564749,143.05,7
564750,161.55,9
564752,339.5,4
564753,63.8,4
564764,11.17,1
564800,29.7,2
564815,23.95,2
564816,47.6,1
564819,40.0,1
564821,158.75,1
564836,119.4,1
564839,15.0,1
564842,91.8,1
564843,86.8,6
564846,23.8,1
564849,178.3,8
564850,15.9,2
564851,54.75,3
564852,38.3,3
564853,45.0,1
564855,25.0,1
564856,2022.75,24
564858,140.0,1
564860,53.65,3
564861,15.0,1
564862,145.0,1
564863,30.9,2
564866,21.0,2
564868,134.0,3
564895,16.9,2
564902,31.8,1
564906,36.0,1
564910,15.0,1
564912,69.9,2
564943,64.55,3
564950,100.5,4
564953,147.0,4
564957,42.9,2
564961,61.5,2
564965,42.5,2
564972,405.95,5
564975,55.7,3
564976,19.9,1
564995,30.1,3
565014,25.5,1
565056,382.35,11
565082,25.5,1
565086,52.5,1
565087,110.05,5
565093,175.2,1
565115,145.5,9
565116,83.4,1
565117,436.7,11
565118,105.25,7
565121,31.8,2
565122,52.9,4
565124,178.1,3
565125,17.0,1
565126,25.5,1
565128,145.35,4
565129,110.35,8
565133,30.0,1
565141,58.15,3
565150,447.9,5
565151,138.75,10
565152,11.9,1
565153,35.7,1
565155,81.0,1
565197,63.5,2
565199,154.25,4
565200,8.5,1
565201,144.7,8
565207,70.1,8
565208,63.6,2
565209,13.9,1
565212,17.85,1
565214,825.6,4
565218,422.1,4
565220,50.75,3
565221,163.2,2
565223,144.9,5
565224,43.75,3
565226,34.0,2
565230,726.3,17
565236,16.5,1
565238,17.85,1
565239,179.1,4
565240,780.0,1
565242,12.5,1
565246,79.9,2
565247,65.4,1
565248,8.5,1
565249,11.9,1
565250,51.0,2
565261,36.0,1
565287,18.0,1
565289,448.35,9
565295,17.85,1
565312,59.4,6
565315,12.75,1
565317,99.0,2
565318,65.4,2
565321,178.2,3
565324,52.4,6
565326,74.3,6
565327,46.25,3
565328,136.0,4
565329,42.8,4
565331,5.95,1
565333,71.8,2
565350,23.8,2
565366,37.8,2
565377,852.8,1
565380,175.2,1
565381,180.05,11
565383,54.58,6
565384,201.4,11
565386,65.7,1
565388,95.25,9
565397,66.85,4
565398,176.2,2
565401,192.95,16
565405,34.0,2
565406,17.0,1
565407,9.95,1
565408,9.95,1
565410,375.7,9
565411,89.2,8
565413,17.85,1
565415,69.75,6
565416,101.7,4
565417,132.0,2
565418,38.65,2
565419,217.0,7
565420,168.65,10
565421,9.95,1
565423,18.0,1
565424,103.2,6
565426,26.9,2
565427,23.7,2
565429,25.5,1
565430,25.5,2
565431,21.45,2
565432,41.1,5
565433,124.5,2
565436,119.0,3
565437,17.0,1
565438,11.9,1
565439,96.75,5
565440,313.9,3
565441,16.35,1
565442,75.9,2
565443,190.9,7
565444,54.8,5
565445,68.3,7
565446,20.85,1
565447,333.0,6
565450,67.95,5
565451,92.75,5
565454,33.75,2
565456,32.8,4
565457,84.0,2
565458,99.0,2
565460,96.3,3
565461,9.95,1
565463,25.5,1
565468,17.25,1
565469,591.3,1
565470,46.9,2
565471,255.0,1
565472,83.4,8
565473,50.2,3
565474,50.0,1
565475,1421.82,5
565478,6.95,1
565479,68.0,3
565481,43.4,5
565488,103.95,6
565491,456.0,3
565513,97.8,1
565515,68.7,2
565519,741.85,20
565541,22.75,3
565542,67.75,4
565563,80.3,6
565565,68.9,4
565569,38.1,1
565580,19.9,1
565583,171.9,9
565584,89.55,2
565587,437.7,5
565588,17.0,1
565593,17.85,1
565595,44.2,3
565596,14.95,1
565611,15.9,1
565612,226.9,5
565613,34.0,4
565614,6.75,1
565616,156.8,2
565618,19.9,1
565648,29.0,2
565649,167.65,11
565664,43.6,2
565667,47.5,3
565668,18.75,1
565670,135.9,4
565672,37.5,2
565673,20.85,1
565674,57.4,3
565675,1218.05,11
565676,15.0,1
565677,39.8,2
565679,183.1,3
565682,74.3,7
565724,50.3,3
565725,12.5,1
565726,135.6,6
565730,99.5,4
565733,59.4,2
565734,43.35,2
565735,15.0,1
565737,38.8,3
565738,25.5,1
565740,195.6,2
565741,65.4,1
565747,17.85,1
565748,2157.75,21
565750,50.6,3
565753,99.0,2
565756,71.4,1
565759,115.95,5
565765,36.0,1
565766,90.0,11
565769,35.8,2
565777,53.7,2
565778,36.55,2
565779,19.9,1
565781,97.8,1
565782,8.95,1
565784,136.85,4
565785,200.0,1
565792,15.9,1
565795,42.35,3
565800,189.0,9
565801,79.5,2
565805,51.0,2
565806,88.4,5
565807,131.9,8
565808,23.0,1
565835,41.9,4
565836,136.0,1
565838,226.45,7
565844,47.7,2
565846,16.5,2
565850,156.45,12
565851,197.9,5
565854,72.0,1
565855,11.9,1
565856,39.1,4
565857,151.55,9
565859,11.9,1
565861,10.9,1
565862,108.65,4
565865,149.28,4
565870,15.0,1
565877,64.9,3
565916,132.35,6
565918,51.75,6
565920,155.5,5
565921,42.85,2
565922,70.8,2
565926,63.6,2
565929,15.0,1
565930,90.0,1
565931,69.0,2
565932,84.05,8
565933,15.0,1
565934,81.85,3
565937,60.2,3
565967,381.28,6
565971,35.7,3
565993,75.5,4
565994,39.85,5
565995,7.95,1
566005,44.9,2
566008,8.25,1
566017,10.95,1
566018,32.05,3
566019,173.95,8
566020,89.5,4
566021,153.75,3
566024,120.75,7
566025,18.45,3
566033,50.0,5
566035,16.5,1
566038,34.65,2
566039,67.25,4
566040,136.1,6
566041,17.0,1
566042,20.95,3
566043,46.2,3
566046,32.7,1
566048,56.75,3
566049,98.6,4
566050,192.2,2
566053,18.2,2
566054,18.0,1
566055,82.85,9
566059,86.0,3
566061,90.6,3
566073,108.0,7
566074,122.6,5
566075,10.9,1
566076,505.0,9
566079,214.2,5
566080,15.0,1
566081,35.75,2
566082,12.5,1
566085,34.4,4
566086,584.4,5
566087,58.3,4
566091,23.65,3
566092,229.5,10
566094,36.55,5
566115,18.0,1
566123,101.9,9
566162,17.85,1
566163,149.28,4
566171,18.45,2
566173,15.0,1
566178,7.5,1
566184,165.0,1
566186,12.5,1
566188,32.4,2
566190,16.95,1
566191,25.5,1
566192,83.4,1
566193,134.75,6
566194,163.45,9
566195,479.25,8
566196,133.8,3
566198,232.0,8
566199,131.25,2
566200,9.95,1
566201,98.1,1
566202,74.65,5
566203,60.45,4
566204,167.7,5
566213,371.45,10
566214,51.0,1
566215,19.9,1
566217,44.66,5
566218,35.7,1
566219,17.85,1
566220,513.9,4
566225,15.9,1
566226,33.45,2
566227,550.8,6
566229,45.0,1
566230,168.2,8
566233,243.25,8
566235,43.3,2
566236,65.3,3
566237,85.0,4
566238,49.75,5
566239,33.9,2
566240,57.65,7
566242,46.7,2
566243,33.9,1
566246,142.8,1
566249,141.25,8
566251,13.5,1
566254,202.5,5
566255,273.0,2
566256,18.0,1
566257,350.4,1
566258,324.95,11
566259,729.6,2
566261,142.35,8
566262,85.0,2
566264,26.95,3
566266,10.9,1
566267,160.65,6
566268,105.6,4
566269,17.85,1
566270,199.38,6
566271,84.85,5
566272,59.0,3
566274,43.6,5
566275,139.1,8
566278,147.6,8
566279,13.9,1
566281,354.5,14
566282,247.3,5
566283,125.0,1
566285,99.3,5
566287,21.25,2
566288,132.0,9
566290,100.5,11
566291,318.65,28
566292,68.0,3
566294,153.45,10
566295,28.9,2
566296,65.1,7
566297,12.5,2
566298,74.3,4
566300,33.0,1
566301,8.25,1
566302,8.25,1
566303,89.7,3
566305,50.5,3
566306,77.5,3
566307,100.75,4
566308,117.9,6
566311,64.68,1
566312,56.8,3
566314,19.9,1
566317,148.65,6
566319,96.4,2
566320,140.5,3
566321,5.95,1
566326,217.8,3
566329,119.9,8
566345,69.85,2
566364,9.95,1
566395,273.0,2
566396,174.3,2
566397,5.95,1
566398,246.65,4
566399,221.05,10
566400,261.9,14
566403,318.9,5
566405,238.8,1
566408,117.1,6
566420,13.5,1
566421,12.75,1
566422,27.8,1
566424,50.0,3
566426,33.0,2
566427,41.15,4
566428,19.9,1
566430,85.0,1
566433,453.4,5
566434,21.25,2
566435,263.2,2
566438,38.55,4
566439,89.5,1
566440,61.2,4
566441,12.75,1
566442,85.35,5
566443,37.8,2
566444,44.95,3
566447,84.96,1
566448,150.1,6
566450,9.95,1
566451,150.25,10
566452,63.95,3
566453,65.4,1
566477,95.15,6
566479,105.6,2
566482,271.7,12
566485,33.9,1
566488,189.55,8
566489,219.9,5
566492,18.0,1
566495,25.5,1
566518,36.4,3
566520,18.2,2
566537,76.5,1
566554,158.3,5
566555,63.6,1
566557,472.0,3
566558,30.55,3
566559,129.2,7
566562,91.3,2
566563,58.2,3
566566,264.08,16
566571,97.7,6
566572,168.2,5
566576,470.0,3
566580,89.8,4
566581,199.45,8
566582,58.5,3
566583,236.6,12
566585,95.1,5
566586,18.0,1
566589,94.5,5
566590,34.9,2
566591,105.15,6
566592,65.4,2
566596,131.8,1
566597,49.4,3
566598,40.0,1
566599,95.15,10
566600,39.8,1
566601,85.55,11
566604,13.9,1
566605,40.9,6
566607,171.5,9
566612,170.2,3
566616,37.75,2
566617,304.8,3
566621,48.2,2
566622,31.5,2
566625,142.2,9
566627,17.0,1
566629,44.9,2
566634,15.9,1
566647,29.4,3
566648,48.25,3
566667,8.5,1
566668,53.55,2
566669,60.2,4
566673,89.0,5
566674,31.8,1
566705,98.0,2
566708,54.4,2
566713,27.8,2
566717,87.5,8
566718,446.25,4
566719,42.9,3
566720,296.95,17
566721,130.75,5
566723,60.8,3
566724,75.95,4
566726,109.35,12
566729,119.6,2
566730,13.7,2
566731,17.0,2
566732,48.75,2
566733,85.0,1
566734,35.35,5
566735,36.35,4
566736,36.0,1
566737,23.8,1
566739,110.8,4
566744,109.0,1
566746,83.4,1
566750,407.0,6
566756,51.75,2
566759,19.9,1
566760,141.45,10
566769,47.7,1
566770,51.0,1
566771,138.3,9
566772,74.5,2
566773,245.5,4
566774,81.9,3
566776,100.85,3
566781,53.55,2
566783,125.15,6
566786,77.8,4
566788,538.8,4
566789,118.8,7
566790,480.1,5
566816,977.7,9
566819,160.1,7
566821,49.5,3
566822,15.3,1
566833,34.0,1
566846,50.0,1
566847,6.25,1
566850,135.8,4
566851,115.95,8
566860,91.45,3
566865,15.0,1
566866,106.4,1
566868,81.4,2
566869,390.6,8
566871,29.25,2
566872,42.5,3
566891,71.4,1
566901,237.0,5
566912,168.6,10
566913,111.85,6
566914,41.2,3
566916,160.0,1
566918,67.98,3
566922,121.2,3
566923,131.35,11
566927,2033.1,1
566929,966.2,8
566932,9.95,1
566962,31.7,3
566967,168.28,6
566968,33.8,2
566972,105.0,7
566973,65.1,3
566976,449.0,13
566979,142.8,2
566980,431.1,6
566981,45.4,2
566984,93.8,2
566987,186.0,3
566988,378.2,9
567043,31.15,2
567062,17.0,1
567066,12.5,1
567077,14.95,1
567085,107.9,6
567092,33.9,1
567093,317.45,10
567094,70.85,3
567095,121.5,7
567099,58.1,7
567126,29.75,3
567128,441.05,23
567134,232.2,3
567138,90.25,5
567139,292.0,4
567140,18.75,1
567144,15.3,1
567148,147.6,4
567153,71.95,5
567154,8.5,1
567156,37.4,4
567157,195.6,1
567159,303.7,7
567160,109.15,5
567161,222.4,9
567162,208.4,2
567164,88.0,7
567165,54.34,7
567166,74.0,3
567167,24.95,3
567168,5.95,1
567169,9.95,1
567170,72.55,3
567173,25.0,1
567174,23.45,3
567175,23.85,1
567176,40.3,2
567178,243.45,16
567179,60.05,4
567180,231.7,8
567182,5.95,1
567183,765.45,43
567184,193.75,13
567185,170.75,9
567186,92.75,8
567188,196.35,1
567189,80.3,3
567190,12.5,1
567191,54.0,1
567196,30.0,1
567197,254.15,11
567199,146.45,4
567202,133.0,1
567204,92.75,5
567206,189.6,11
567211,69.05,5
567236,251.0,11
567252,15.0,1
567280,354.6,3
567287,12.5,1
567288,42.15,4
567290,556.8,4
567291,34.0,1
567292,18.95,3
567293,276.05,10
567294,30.85,2
567295,35.7,1
567296,164.15,7
567297,125.6,8
567298,90.0,1
567300,84.35,3
567303,56.4,1
567304,33.0,5
567305,83.7,3
567306,801.3,6
567307,47.6,2
567312,113.2,4
567323,51.7,3
567326,109.25,5
567327,83.4,5
567328,89.0,5
567329,137.7,4
567334,360.6,9
567336,72.0,1
567338,33.75,2
567339,29.5,2
567340,219.15,5
567341,115.1,2
567342,10.0,1
567343,16.35,1
567346,102.0,3
567356,8.25,1
567362,79.6,1
567368,84.5,5
567369,19.9,1
567370,152.4,1
567372,17.85,1
567376,102.0,3
567377,957.9,1
567378,36.85,2
567380,17.45,2
567381,12006.4,5
567382,55.45,4
567383,38.25,1
567385,1016.2,3
567408,48.9,3
567423,14140.24,3
567424,79.25,4
567425,102.0,3
567426,86.7,2
567428,134.75,5
567429,35.7,1
567453,1468.8,1
567454,23.8,1
567459,47.4,3
567460,76.5,1
567462,56.85,7
567470,29.85,1
567472,76.45,3
567473,242.55,13
567474,349.25,17
567475,5.95,1
567476,147.4,7
567477,97.95,4
567478,163.65,9
567481,28.7,3
567482,175.25,13
567483,16.5,1
567484,405.45,9
567488,19.9,2
567504,237.5,9
567505,139.0,4
567506,96.8,2
567509,202.9,5
567513,193.0,2
567515,188.7,4
567517,38.9,2
567523,32.4,2
567524,125.75,6
567526,2190.0,7
567528,179.4,2
567529,40.85,2
567530,118.7,5
567542,69.7,3
567545,35.8,2
567546,132.0,2
567552,54.0,1
567578,67.8,3
567579,32.4,2
567610,847.28,6
567611,15.9,1
567612,68.5,3
567613,12.5,1
567614,63.2,1
567615,5.95,1
567616,250.7,3
567617,79.1,2
567618,18.0,1
567621,35.95,2
567622,58.4,5
567623,369.4,6
567625,63.7,4
567626,154.05,3
567628,45.9,1
567630,39.8,2
567631,320.95,13
567635,67.9,3
567637,33.0,1
567639,158.2,3
567653,302.85,10
567654,141.7,9
567656,2818.03,105
567657,43.95,3
567658,82.55,5
567660,68.8,4
567661,34.0,2
567662,78.3,4
567663,38.25,1
567664,58.7,3
567666,88.35,2
567672,80.8,8
567675,69.4,2
567678,29.75,2
567679,61.6,3
567683,106.8,6
567687,32.65,3
567697,40.5,2
567698,38.7,2
567699,199.2,7
567702,27.8,1
567707,136.0,1
567709,47.0,3
567710,76.5,1
567720,120.3,4
567721,1081.64,7
567742,201.8,11
567747,389.76,1
567756,54.0,1
567792,217.9,3
567793,232.6,8
567795,154.68,2
567796,14.4,2
567797,15.9,1
567798,243.55,6
567800,51.0,1
567801,110.0,3
567802,72.4,4
567803,3031.56,4
567804,33.4,3
567805,128.6,6
567806,371.16,4
567809,70.3,2
567816,120.5,7
567817,26.65,2
567818,96.5,5
567819,17.85,1
567821,43.95,3
567822,26.5,2
567824,37.5,1
567846,31.75,2
567849,84.25,2
567850,38.0,2
567851,76.8,2
567852,2587.64,8
567853,177.6,10
567855,51.0,1
567858,16.5,2
567859,50.0,1
567860,159.46,5
567864,75.4,3
567865,116.85,3
567866,208.0,12
567868,250.0,1
567873,91.45,6
567875,37.4,2
567878,112.7,12
567879,103.5,4
567882,16.5,1
567883,45.95,3
567886,27.0,1
567887,29.85,1
567889,63.0,4
567890,181.85,11
567894,210.9,2
567897,15.0,1
567898,12.5,1
567899,32.65,2
567904,73.5,3
567905,164.5,9
567910,18.0,1
567911,57.8,2
567912,15.9,1
567913,7.5,1
567914,18.0,1
567915,111.3,5
567924,18.0,1
567928,119.7,4
567929,42.5,2
567936,294.4,5
567937,204.0,1
567938,97.85,2
567941,79.5,5
567942,34.85,2
567943,101.85,6
567944,45.4,2
567954,25.25,2
567958,36.0,1
567959,72.0,1
567966,45.9,3
567967,8.5,1
567968,107.9,2
567972,23.8,1
567973,22.7,2
567975,34.85,2
567976,32.7,2
567980,67.55,9
568001,28.0,1
568040,157.7,4
568044,183.7,10
568046,36.1,5
568047,123.85,4
568048,347.85,17
568049,129.4,9
568050,8.25,1
568051,116.5,7
568054,75.9,6
568056,156.0,3
568058,31.8,2
568059,325.9,17
568060,94.65,10
568061,73.4,8
568064,60.5,4
568065,694.4,12
568066,11.9,2
568069,52.8,4
568075,25.85,3
568082,75.0,1
568086,107.1,1
568094,39.8,1
568095,428.5,14
568098,100.8,6
568099,63.0,4
568100,65.65,2
568101,122.4,4
568103,110.8,4
568104,162.85,9
568131,62.7,2
568132,8.25,1
568137,282.3,6
568139,33.95,2
568140,97.7,5
568141,73.0,8
568142,107.65,5
568144,25.5,1
568145,16.35,1
568147,193.2,6
568149,689.05,7
568150,110.2,2
568151,75.0,3
568152,236.0,10
568154,38.25,3
568155,52.9,2
568156,114.4,8
568158,110.1,2
568159,81.5,5
568161,11.9,1
568162,79.8,1
568163,126.95,9
568164,16.5,1
568165,302.15,9
568167,218.15,11
568168,69.85,3
568170,62.4,4
568172,40.0,1
568173,124.95,2
568174,41.3,5
568175,23.0,1
568176,30.75,2
568177,80.2,4
568179,153.9,5
568180,9.95,1
568182,95.2,1
568185,69.95,8
568186,44.35,3
568187,64.9,2
568188,80.35,6
568189,151.8,6
568190,17.9,1
568191,169.2,9
568193,606.3,13
568194,10.9,1
568196,45.0,1
568198,95.4,7
568199,79.6,1
568200,114.4,4
568202,49.95,4
568203,50.2,2
568204,16.5,1
568205,35.7,1
568206,8.95,1
568207,112.45,7
568208,56.0,1
568210,12.5,1
568212,124.65,9
568213,51.35,3
568214,535.5,1
568215,119.4,1
568216,11.5,1
568218,40.25,3
568219,16.5,1
568221,148.9,5
568222,18.75,1
568223,47.85,2
568224,6.25,1
568225,269.3,7
568226,88.7,6
568227,38.2,5
568228,11.9,1
568230,29.0,2
568235,23.0,1
568238,27.5,2
568239,67.6,5
568241,175.6,4
568243,25.0,2
568245,78.0,5
568301,58.0,5
568310,124.9,6
568311,44.25,2
568312,33.0,2
568313,97.5,2
568314,49.5,3
568316,20.4,2
568317,117.75,4
568319,1631.1,6
568322,16.5,2
568323,23.8,1
568324,32.0,2
568325,280.35,5
568326,114.35,6
568327,140.8,5
568328,59.4,2
568329,32.7,2
568330,12.5,1
568331,19.9,1
568333,152.15,7
568340,11.5,1
568342,15.9,1
568344,25.5,1
568346,1887.43,75
568350,265.35,5
568364,15.9,1
568366,130.8,1
568367,89.25,6
568368,47.85,2
568369,59.5,2
568375,15.0,1
568376,498.0,5
568379,50.0,3
568381,15.9,1
568383,39.9,1
568387,135.5,5
568390,16.45,2
568391,826.2,1
568392,28.4,2
568394,89.95,6
568396,68.0,1
568397,100.8,6
568400,25.0,2
568402,55.6,2
568409,104.35,7
568413,56.75,3
568414,91.5,2
568417,254.0,4
568423,287.95,10
568428,39.3,4
568472,36.0,1
568480,168.3,3
568491,83.8,7
568493,57.9,3
568494,31.8,2
568495,17.85,1
568510,275.5,6
568517,18.45,2
568518,57.8,3
568526,23.0,1
568527,31.8,1
568528,12.5,1
568529,11.9,1
568530,136.0,3
568531,48.15,4
568533,270.0,2
568536,141.6,1
568537,713.4,2
568538,849.6,2
568539,60.9,2
568541,199.5,2
568542,28.8,4
568547,20.25,1
568549,46.35,2
568553,81.4,3
568554,28.0,1
568556,45.15,3
568558,88.55,6
568564,48.6,3
568566,74.05,9
568577,95.45,4
568578,106.6,5
568585,17.0,1
568588,13.3,1
568589,129.4,6
568590,34.9,2
568591,66.85,3
568593,150.55,7
568594,50.0,1
568645,80.0,3
568647,47.1,1
568650,447.55,7
568651,252.95,8
568654,356.4,14
568655,51.9,3
568656,91.3,2
568657,15.9,2
568659,12.5,1
568661,188.45,6
568662,40.0,4
568663,201.3,5
568665,17.85,1
568667,67.45,6
568668,107.55,9
568669,134.1,5
568670,172.9,11
568671,172.4,5
568673,52.85,2
568674,111.0,5
568676,167.95,3
568680,192.25,10
568686,54.15,4
568690,103.6,3
568692,52.6,3
568696,88.5,5
568698,117.85,3
568699,117.3,5
568700,16.95,1
568701,112.25,5
568702,71.45,2
568703,92.4,6
568705,141.6,1
568706,187.15,10
568709,16.5,2
568710,42.95,4
568711,15.0,1
568712,227.1,16
568713,100.05,3
568715,12.6,2
568726,63.3,6
568727,76.25,3
568728,70.8,1
568729,64.5,4
568780,117.3,2
568781,643.8,2
568782,32.7,2
568783,424.8,5
568784,141.6,2
568787,200.1,9
568788,13.2,2
568789,70.8,1
568790,424.8,1
568791,172.1,4
568792,227.95,9
568794,26.5,2
568795,72.4,5
568798,121.5,5
568801,19.9,1
568802,60.4,3
568803,194.4,2
568804,175.2,1
568805,7.5,1
568819,70.8,1
568831,118.5,9
568868,65.5,4
568872,30.0,1
568874,93.25,2
568875,104.65,6
568876,102.6,2
568878,87.15,6
568880,33.25,3
568881,70.8,1
568894,192.0,10
568895,16.2,2
568896,50.6,3
568897,37.5,3
568898,16.5,1
568900,101.5,5
568901,215.9,7
568902,41.75,2
568904,113.28,2
568905,70.8,1
568907,182.8,4
568908,187.2,11
568909,12.75,1
568910,15.9,1
568912,84.35,3
568919,36.8,3
568938,8.25,1
568945,86.55,2
568947,45.9,2
568950,131.0,3
568951,204.6,7
568952,23.8,1
568953,18.0,1
568954,37.5,2
568955,61.9,3
568984,185.65,20
568987,364.9,4
568988,73.75,3
568991,115.2,4
568994,36.0,1
568995,10.95,1
568996,237.3,4
568997,15.9,1
569001,18.0,1
569003,7.5,1
569005,33.0,2
569006,139.45,5
569007,23.8,1
569008,23.8,2
569010,568.8,2
569012,16.5,1
569013,238.8,1
569014,17.0,1
569015,41.6,1
569017,71.7,3
569018,40.0,1
569020,327.1,8
569021,127.3,2
569022,19.9,1
569025,109.5,3
569026,79.1,5
569027,137.65,6
569028,65.9,2
569029,320.0,2
569030,2800.0,9
569033,6.0,1
569035,33.0,2
569037,11.9,2
569046,170.8,3
569060,95.75,5
569080,154.8,2
569082,76.8,2
569084,2496.0,1
569089,53.05,4
569097,179.4,1
569100,58.2,4
569103,29.5,2
569104,107.1,3
569106,8.25,1
569110,141.3,6
569120,112.2,2
569122,257.45,6
569123,754.28,6
569124,9.95,1
569125,68.0,2
569126,50.0,1
569129,125.55,9
569130,50.0,1
569132,17.35,2
569133,79.9,1
569134,126.8,7
569136,57.55,6
569139,159.1,7
569140,102.0,5
569141,57.65,3
569143,246.75,12
569148,61.55,3
569204,106.2,1
569205,142.45,9
569206,83.05,3
569207,6.35,1
569208,104.4,7
569209,16.5,1
569210,39.7,2
569211,101.2,7
569212,84.35,5
569213,62.65,5
569216,41.75,3
569217,50.0,4
569218,58.8,5
569219,31.2,3
569220,59.3,4
569221,433.5,12
569222,141.0,5
569223,140.1,6
569224,33.6,5
569225,21.8,1
569227,769.75,9
569228,120.8,7
569229,72.2,8
569230,75.85,7
569231,63.2,4
569232,126.9,6
569234,218.7,13
569238,10.9,1
569239,360.1,5
569240,15.9,1
569241,74.9,3
569243,116.65,6
569244,142.6,6
569246,1414.48,59
569247,643.8,4
569248,151.85,8
569249,17.85,1
569250,52.7,3
569252,344.5,11
569253,138.15,6
569254,24.75,2
569255,520.26,1
569257,280.14,1
569258,115.5,2
569261,251.35,12
569263,588.64,1
569302,19.9,2
569319,44.7,1
569322,35.7,1
569323,32.85,2
569326,327.05,9
569327,34.0,1
569329,81.05,5
569330,49.75,3
569331,156.75,7
569332,55.9,2
569333,187.9,7
569336,297.2,9
569340,642.0,1
569343,3627.0,4
569357,86.55,5
569358,109.65,6
569360,88.9,9
569361,101.25,2
569362,247.56,2
569363,416.4,8
569364,81.8,4
569365,158.72,2
569366,647.52,1
569367,234.1,13
569369,39.8,1
569371,14.2,2
569373,34.0,1
569382,3155.95,1
569383,345.6,8
569384,51.0,1
569385,1416.0,1
569386,213.9,8
569388,1416.0,1
569389,305.0,1
569396,22.45,2
569397,308.1,4
569401,164.95,9
569402,18.0,1
569403,112.5,6
569404,86.3,4
569405,85.0,1
569406,46.0,1
569407,756.5,6
569408,212.4,3
569411,566.4,1
569412,50.0,1
569416,89.6,6
569417,9.95,1
569418,192.6,2
569419,130.8,1
569423,135.9,2
569457,40.65,3
569459,314.6,8
569460,102.4,6
569461,119.35,7
569462,75.75,2
569467,32.4,2
569468,37.35,2
569469,302.7,16
569471,95.35,3
569472,51.6,2
569474,5.95,1
569480,23.8,1
569481,150.55,4
569482,231.1,10
569483,95.0,3
569486,16.2,2
569487,115.45,4
569488,16.5,1
569489,196.35,1
569491,226.9,13
569493,207.7,12
569494,47.6,2
569496,106.5,2
569514,16.5,1
569519,30.35,2
569520,50.9,3
569521,74.35,7
569522,40.0,1
569523,133.55,16
569524,357.3,26
569527,7.95,1
569528,41.05,3
569529,5.95,1
569530,5.95,1
569531,103.7,3
569532,62.5,1
569533,58.8,7
569535,251.7,16
569536,81.5,4
569537,64.1,3
569538,17.0,1
569546,39.6,5
569555,232.45,14
569556,210.0,11
569557,33.0,1
569558,51.0,1
569561,101.65,5
569562,89.7,2
569563,475.8,11
569564,14.95,1
569568,285.8,12
569569,165.5,2
569570,2376.0,2
569573,622.62,6
569576,246.75,3
569579,25.5,1
569580,111.1,6
569581,12.5,1
569629,112.95,5
569632,92.9,3
569633,16.5,1
569634,9.95,1
569635,8.25,1
569637,45.35,3
569638,17.0,1
569639,240.0,1
569640,876.0,1
569641,101.35,5
569643,33.75,2
569650,5738.5,16
569651,441.92,14
569652,58.0,3
569653,441.95,11
569654,235.4,2
569659,32.05,2
569660,15.0,1
569661,16.5,1
569662,50.5,2
569664,12.75,1
569665,91.85,4
569666,67.35,3
569667,19.9,1
569668,139.55,6
569669,95.95,8
569670,158.45,11
569671,25.0,1
569672,125.25,13
569673,81.65,3
569675,84.0,5
569677,15.9,1
569679,173.1,3
569683,18.15,2
569684,13.5,1
569685,62.3,4
569686,53.0,2
569687,165.25,8
569688,24.45,2
569690,9.95,1
569691,17.85,1
569692,16.5,1
569693,45.7,4
569694,55.6,2
569695,33.0,1
569697,50.95,3
569699,70.3,3
569701,33.9,1
569702,12.5,1
569716,34.35,2
569718,109.6,7
569719,120.0,1
569721,67.7,4
569722,190.6,7
569723,48.2,3
569724,438.0,1
569725,141.6,1
569726,16.5,1
569727,60.4,3
569728,15.0,1
569729,144.05,6
569732,17.85,1
569734,53.9,2
569735,30.0,1
569736,133.0,4
569737,143.4,7
569738,25.0,2
569739,134.6,5
569741,187.45,8
569742,33.0,1
569766,11.9,1
569767,31.8,1
569769,70.8,1
569780,75.0,1
569789,155.8,7
569790,40.9,3
569803,595.65,5
569822,56.4,1
569823,61.0,7
569824,45.4,3
569825,86.8,5
569826,56.1,2
569828,94.0,7
569833,95.5,4
569834,94.0,3
569835,95.85,6
569838,35.45,3
569840,358.8,2
569841,59.5,3
569842,136.2,3
569843,25.0,2
569844,126.0,1
569845,104.55,4
569846,365.4,13
569847,65.4,3
569848,311.2,9
569849,17.85,1
569850,32.4,2
569853,33.0,2
569860,33.9,2
569861,93.95,2
569862,55.2,3
569865,8.25,1
